"Common_Name","pro","anti","fitness","Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","ORF","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11"
NA,NA,NA,NA,"trs20","ybr254c","ORF","723736-724263","-","II","ybr254c",0.26103925862069,0.234828478787879,0.178373865789473,0.214962328571429,-0.0735319395833341,-0.200609457407408,-0.415713132258064,0.0553654371428566,0.243384910126582,0.431251016853932,0.641081192079208
NA,NA,NA,NA,"vps65","ylr322w","ORF","777628-777942","+","XII","ylr322w",0.128610479310344,0.0348307757575763,-0.0794568368421052,-0.242715545238096,-0.400271120833333,-0.398385924074074,-0.304825985483871,-0.0563640942857145,0.0138661911392407,0.117531069662921,0.212606747524753
NA,NA,NA,NA,"afi1","yor129c","ORF","566877-569558","-","XV","yor129c",0.00948081379310358,0.0150838030303027,0.0238841184210528,0.0516287214285715,0.0434277395833334,0.0137189314814815,-0.0582640822580645,-0.0171707971428572,-0.0140498367088608,-0.0110997764044944,-0.00147833069306929
"mks1",0,0.5,0.5,"mks1","ynl076w","ORF","483556-485310","+","XIV","ynl076w",0.130040155172415,0.0927912484848475,0.0200656157894738,-0.0189111023809525,-0.250849677083333,-0.153621927777778,0.16210939032258,0.248936052857143,-0.0360760683544304,-0.212063376404494,-0.497014449504951
NA,NA,NA,NA,"spc24","ymr117c","ORF","501250-501891","-","XIII","ymr117c",0.0146531931034482,-0.0148959939393936,-0.0567407842105267,-0.0851457,-0.194975689375,-0.201132747777778,-0.179110782096774,-0.0485447338571429,-0.0120011365822785,0.0403232395505618,0.0900998004950496
NA,NA,NA,NA,"hom6","yjr139c","ORF","689445-690524","-","X","yjr139c",-1.45612786206896,-1.70990403030303,-1.82294744736843,-2.54903585714286,-1.82575927083333,-1.13398612962963,-0.0981512580645106,1.14073197142857,1.11857386075949,1.39723840449438,1.3816280990099
NA,NA,NA,NA,"act1","yfl039c","ORF","53260-54696","-","VI","yfl039c",-7.8591831034483,-7.34803030303035,-6.68712499999999,-7.42289428571429,-4.07495833333333,-1.83876740740739,2.61340645161289,-5.74812128571427,-3.23932900000001,-2.24288988764045,-0.53738203960396
"zds1",0,1,0,"zds1","ymr273c","ORF","811233-813980","-","XIII","ymr273c",0.00159756896551708,0.0115585878787883,0.0303477631578948,0.0271993880952379,0.0894100666666668,0.0935881592592592,0.134464532258065,-0.0706278057142859,-0.0494633594936707,-0.0572647505617979,-0.0358547217821782
NA,NA,NA,NA,"pby1","ybr094w","ORF","432036-434297","+","II","ybr094w",-0.0998269034482759,-0.117984172727273,-0.120926352631579,-0.16937814047619,-0.109174895833333,-0.050315872222222,0.114206691935484,-0.0774155057142857,-0.0902848341772152,-0.0953708348314607,-0.0822719158415842
NA,NA,NA,NA,"pop5","yal033w","ORF","82706-83227","+","I","yal033w",0.340250317241381,0.375877306060606,0.372448936842105,0.494344464285713,0.291703200000001,0.0297901814814804,-0.550474933870967,-0.118387865714286,0.0253848101265819,0.091660602247191,0.165944093069307
NA,NA,NA,NA,"prp3","ydr473c","ORF","1404445-1405854","-","IV","ydr473c",0.155183506896552,0.202876790909091,0.200868971052631,0.378935716666667,0.0757858270833337,-0.0717837074074077,-0.379318877419355,-0.0873252642857147,0.033447394936709,0.114863069662921,0.202223421782178
NA,NA,NA,NA,"htz1","yol012c","ORF","303579-303983","-","XV","yol012c",-0.367830034482759,-0.231522878787879,-0.171667210526315,0.0580265952380966,-0.150586604166669,-0.101802518518518,0.156202854838708,-0.888701885714283,-0.418292037974683,-0.200372831460674,0.188975257425742
"bst1",0,1,0,"bst1","yfl025c","ORF","84145-87234","-","VI","yfl025c",0.0725809896551725,0.0664315272727273,0.0463869842105265,0.0773763214285713,-0.0664324333333332,-0.0429263500000002,0.0785505790322581,0.0849524500000002,-0.0225397632911394,-0.083789913483146,-0.171723973267327
NA,NA,NA,NA,"hrr25","ypl204w","ORF","164276-165760","+","XVI","ypl204w",-0.829937320689655,-1.03510083636364,-1.03682480263158,-1.68149928095238,-0.612625587499999,-0.197642874074075,0.781000793548388,-0.574730217142857,-0.717428473417722,-0.812900293258425,-0.770894492079209
NA,NA,NA,NA,"gtb1","ydr221w","ORF","907330-909438","+","IV","ydr221w",-0.103855351724138,-0.0874671030303033,-0.0543607315789473,-0.0489643785714283,0.0596428687499998,0.0765869592592594,0.102327940322581,-0.0745542814285712,-0.0657463772151901,-0.0816407123595504,-0.0783644079207922
NA,NA,NA,NA,"tim23","ynr017w","ORF","662913-663581","+","XIV","ynr017w",-0.774207137931034,-0.948918121212123,-1.01492976315789,-1.296307,-1.17466041666667,-1.00184296296296,-0.661043919354839,0.382157171428572,-0.0587339493670876,-0.228163853932584,-0.645353554455446
NA,NA,NA,NA,"sas5","yor213c","ORF","744535-745281","-","XV","yor213c",0.182880455172415,0.227576427272726,0.265807428947369,0.342405035714286,0.333850341666667,0.36138414074074,0.425044229032258,0.346989421428571,0.188184818987342,0.0562808943820222,-0.117688164356436
NA,NA,NA,NA,"pho8","ydr481c","ORF","1418550-1420250","-","IV","ydr481c",1.25159917241379,1.35980921212121,1.27291792105263,1.86156702380952,0.552314312500002,-0.195961314814818,-1.70518985483871,0.1043203,0.180337670886079,0.213586382022472,0.115607009900989
NA,NA,NA,NA,"sge1","ypr198w","ORF","934034-935665","+","XVI","ypr198w",0.0393717896551726,0.0836684606060603,0.16299227368421,0.2178074,0.352865110416666,0.449827875925927,0.724052756451613,0.313654042857143,0.216674112658228,0.129059780898877,0.061156423762376
NA,NA,NA,NA,"ymr226c","ymr226c","ORF","721593-722396","-","XIII","ymr226c",1.14163303448277,1.68200663636364,1.46798605263157,3.58385157142858,-0.891162145833337,-1.71194951851852,-3.14414812903226,0.179470471428569,1.0263442278481,1.78937531460674,2.25379546534654
NA,NA,NA,NA,"ydl228c","ydl228c","ORF","45277-45918","-","IV","ydl228c",2.3319165517241,1.31880909090913,1.71850421052628,-1.6125111904762,6.1769066666667,4.42630499999996,-2.35177096774193,5.79384542857143,-2.96436898734175,-10.03509,-20.0471567326733
NA,NA,NA,NA,"rsc6","ycr052w","ORF","214994-216445","+","III","ycr052w",-0.400883365517242,-0.498369448484848,-0.523076839473685,-0.82083733095238,-0.385173052083334,-0.252554161111111,-0.0585722032258069,-0.17738262,0.0895465443037976,0.344996293258427,0.699560849504951
NA,NA,NA,NA,"hut1","ypl244c","ORF","87014-88033","-","XVI","ypl244c",-0.0716700793103454,-0.111108484848485,-0.127394639473683,-0.236092814285715,-0.1241494875,-0.0846424407407403,-0.0217221322580646,0.0689008428571429,0.177066582278481,0.292740160674157,0.430952049504951
NA,NA,NA,NA,"rfa3","yjl173c","ORF","96161-96529","-","X","yjl173c",-0.207614272413791,-0.0903405242424243,-0.0111697526315804,0.245922252380954,0.134782820833334,0.071684535185186,-0.202667817741936,-0.0837768057142857,0.180866639240506,0.362604295505619,0.593654915841583
NA,NA,NA,NA,"nup49","ygl172w","ORF","180700-182118","+","VII","ygl172w",0.0481454137931032,0.0764539030303031,0.118230686842105,0.240211097619049,0.150162779166666,0.0761175592592601,-0.0475789822580648,0.109762919999999,-0.0295780063291138,-0.140163694382023,-0.291564584158416
NA,NA,NA,NA,"cdc1","ydr182w","ORF","827582-829057","+","IV","ydr182w",-0.0247931758620699,0.0172104696969716,0.0312754578947355,0.185754319047619,-0.0645842583333334,-0.109218414814815,-0.10764215,-0.161017064285715,-0.0619619379746835,0.000942260674157795,0.0930546099009895
NA,NA,NA,NA,"gyp6","yjl044c","ORF","358300-359676","-","X","yjl044c",-0.918672072413794,-0.955571290909091,-0.865979984210526,-1.15251191428571,-0.31692925,-0.0290424814814814,0.390039969354838,-0.278175414285713,-0.256812351898734,-0.262861482022472,-0.223908926732673
NA,NA,NA,NA,"gim4","yel003w","ORF","148176-148599","+","V","yel003w",0.249102034482762,0.225490999999997,0.287508605263156,0.187744023809524,0.656214083333335,0.246732055555557,-0.907658854838712,-0.0750654142857132,0.0785051012658216,0.136714764044943,0.210874198019803
NA,NA,NA,NA,"sim1","yil123w","ORF","128151-129581","+","IX","yil123w",-0.739363896551722,-0.925916242424247,-1.03283578947368,-1.57422130952382,-1.22045964583333,-0.584238000000004,1.09649022580645,0.056105785714286,-0.207043329113924,-0.310835629213482,-0.443505336633663
"mtd1",0,1,0,"mtd1","ykr080w","ORF","590395-591357","+","XI","ykr080w",-1.95177372413794,-2.15351812121212,-2.08264652631578,-2.96155209523809,-0.973887291666671,-0.632961925925925,-0.218062354838706,-2.38080390000001,-1.82575656962025,-1.51735674157303,-0.761348257425741
NA,NA,NA,NA,"smf3","ylr034c","ORF","210512-211933","-","XII","ylr034c",-0.639637548275858,-0.596407651515153,-0.468002092105264,-0.543114769047618,0.0517157500000002,0.258639088888888,0.586656796774193,-0.198041345714285,-0.0471404037974682,0.0188638662921352,0.189300865346534
NA,NA,NA,NA,"wrs1","yol097c","ORF","136527-137825","-","XV","yol097c",-0.565657137931026,-0.84727024242425,-0.906726210526315,-1.7067349047619,-0.534292062500003,-0.333777499999996,-0.193315709677419,0.368957057142857,-0.442884658227848,-0.988264303370786,-1.81250208910891
NA,NA,NA,NA,"mrc1","ycl061c","ORF","18816-22106","-","III","ycl061c",0.00709515034482765,0.0149405042424242,0.0242640342105261,0.0366264845238096,0.0535306710416666,0.0188103900000001,-0.0516404296774194,-0.112203912142857,-0.0190816824050633,0.0377690975280899,0.133695403960396
NA,NA,NA,NA,"pol2","ynl262w","ORF","148212-154880","+","XIV","ynl262w",0.00288602482758622,-0.0103347066666666,-0.0160796181578948,-0.0550571076190476,-0.0127125116666667,0.00457610962962966,0.0552796143548387,-0.00434233271428562,-0.0209648770886076,-0.0327733841573033,-0.0407366016831684
NA,NA,NA,NA,"fau1","yer183c","ORF","553334-553969","-","V","yer183c",0.409949455172412,0.34932846969697,0.210314205263159,0.280645328571428,-0.388438993750001,-0.394969514814814,-0.191590246774194,0.316713022857143,-0.0194669924050626,-0.17552405505618,-0.468405585148515
NA,NA,NA,NA,"dma1","yhr115c","ORF","340109-341359","-","VIII","yhr115c",0.0701449103448275,0.0941534121212131,0.110806886842104,0.176346097619048,0.104839727083334,0.225238685185184,0.500928382258066,0.468791162857142,0.102638221518988,-0.147310833707865,-0.507566667326733
NA,NA,NA,NA,"smx3","ypr182w","ORF","900194-900454","+","XVI","ypr182w",0.376672613793104,0.534975254545451,0.56810550789474,1.14069616428571,0.278252281250001,0.0787825000000005,-0.221914883870967,0.0473358971428561,0.330071932911393,0.569654666292135,0.889970593069307
NA,NA,NA,NA,"gef1","yjr040w","ORF","507746-510085","+","X","yjr040w",-0.175028406896551,-0.210340415151515,-0.209348818421053,-0.329686204761905,-0.130777929166667,-0.036233424074074,0.160832824193548,-0.0221512142857144,-0.0149495265822784,0.00366904831460677,0.042378191089109
NA,NA,NA,NA,"pmt4","yjr143c","ORF","698326-700614","-","X","yjr143c",-0.0664012551724149,-0.164871709090909,-0.17735915263158,-0.463277149999998,-0.0245582000000007,0.0113317444444445,0.00643886129032287,0.166843355714286,0.134176255696203,0.143379343820223,0.148343749504952
NA,NA,NA,NA,"kes1","ypl145c","ORF","278395-279699","-","XVI","ypl145c",-1.57129706896552,-1.68031866666666,-1.55127334210526,-2.12482637619048,-0.62864725625,-0.226754231481481,0.272992011290323,-0.647439612857143,-0.334659346835444,-0.105753719101123,0.288535759405941
NA,NA,NA,NA,"tem1","yml064c","ORF","145139-145876","-","XIII","yml064c",-0.251972689655173,-0.272807836363637,-0.225967031578947,-0.39478945952381,0.0653298895833336,0.171353744444444,0.375454517741936,-0.205299264285714,-0.13319452278481,-0.115791053932584,-0.0125402029702971
NA,NA,NA,NA,"gpa1","yhr005c","ORF","113499-114917","-","VIII","yhr005c",-0.196814413793103,-0.335188018181818,-0.380045763157894,-0.767300719047619,-0.250898929166667,-0.174526440740741,-0.0779077451612902,-0.0964921171428565,-0.115822615189874,-0.0962670033707867,-0.0547068584158413
NA,NA,NA,NA,"net1","yjl076w","ORF","295245-298814","+","X","yjl076w",-0.133565424137931,-0.189716566666666,-0.202132165789475,-0.367793207142856,-0.119311854166667,-0.085602288888889,-0.0665347048387095,-0.0506242399999997,0.0347730594936708,0.121876801123595,0.243905467326733
NA,NA,NA,NA,"axl1","ypr122w","ORF","782045-785671","+","XVI","ypr122w",-0.0239886655172412,-0.00633377272727279,0.0169971552631578,0.0437796523809527,0.0817452562500002,0.103176362962963,0.155366124193548,0.00403831571428575,-0.00989362658227847,-0.0294550483146067,-0.0339986336633665
"sak1",0,0,1,"sak1","yer129w","ORF","417281-420709","+","V","yer129w",-0.0508155517241386,-0.0264693939393938,0.00518299210526339,0.0625811309523807,0.0746008958333337,0.0455123037037031,-0.0503882129032254,0.0529754371428568,0.0044302227848102,-0.0422297808988762,-0.115352937623762
NA,NA,NA,NA,"slh1","ygr271w","ORF","1031791-1037694","+","VII","ygr271w",-0.0229999862068966,-0.0301743063636362,-0.029725152894737,-0.0578406866666666,-0.0119326689583334,0.00306718555555558,0.0361750635483871,-0.00148961699999996,-0.0137033278481013,-0.0246055193258427,-0.0363153837623763
NA,NA,NA,NA,"kei1","ydr367w","ORF","1212848-1213614","+","IV","ydr367w",-0.380598851724139,-0.424812669696969,-0.454112034210526,-0.537935526190477,-0.497758477083332,-0.314481492592593,0.0632224483870968,-0.0494709157142858,0.0372867063291144,0.179521702247191,0.353066364356436
NA,NA,NA,NA,"isc10","yer180c","ORF","549724-550527","-","V","yer180c",0.245170220689656,0.262566112121211,0.242042686842106,0.376173857142856,0.0663462645833338,0.0107982962962965,-0.035195733870968,0.144161957142857,0.109930264556962,0.115899976404494,0.113282444554455
NA,NA,NA,NA,"emc4","ygl231c","ORF","63048-63620","-","VII","ygl231c",0.416125413793102,0.417561424242422,0.217886236842106,0.633534976190475,-0.844128041666667,-1.09608338888889,-1.37235612903226,-0.0233684857142862,-0.399231329113923,-0.588664526966292,-1.0456493049505
NA,NA,NA,NA,"ybl100w-b","ybl100w-b","transposable_element_gene","29935-35248","+","II","ybl100w-b",0.0116621062068966,0.014413413939394,0.0131697284210526,0.0266385992857143,-0.0032546689583333,-0.0063088414814815,-0.00559085741935485,0.00606834814285717,0.0139616026582279,0.0223241459550561,0.0318367704950495
NA,NA,NA,NA,"snp1","yil061c","ORF","244657-245559","-","IX","yil061c",0.0730721068965519,0.055064878787879,0.00829168947368461,0.0301758690476191,-0.188666654166667,-0.172282246296296,-0.0759183951612902,0.0684932585714283,0.0124418316455699,0.00695261910112329,-0.0302505029702971
NA,NA,NA,NA,"ygr027w-b","ygr027w-b","transposable_element_gene","536057-541325","+","VII","ygr027w-b",-0.0205684272413793,-0.0222296627272727,-0.0217866360526316,-0.0292538445238096,-0.0142769122916667,-0.00785598037037036,-0.000845039193548388,0.000372283142857152,0.00553127227848101,0.0110020392134831,0.0167576740594059
NA,NA,NA,NA,"tra1","yhr099w","ORF","302761-313995","+","VIII","yhr099w",0.0384721179310346,0.0376958909090906,0.0400404252631583,0.033630764047619,0.0590103399999997,0.048000886666667,0.015410843064516,0.0261005565714285,0.00536870443037974,-0.0124841377528088,-0.0324058821782179
NA,NA,NA,NA,"swi3","yjl176c","ORF","92053-94530","-","X","yjl176c",-0.0436549724137924,-0.0474016424242429,-0.0473327657894741,-0.0470093190476183,-0.0548333479166674,-0.0378043407407406,0.0379812161290324,-0.109850382857143,0.000165158227847999,0.0911667842696628,0.237514476237624
NA,NA,NA,NA,"cwc25","ynl245c","ORF","186346-186885","-","XIV","ynl245c",-0.276245613793103,-0.323789766666666,-0.327374384210526,-0.499799595238097,-0.213198208333332,-0.0294043481481489,0.291444016129033,0.147845334285714,0.210701443037974,0.316166656179775,0.452747999009901
NA,NA,NA,NA,"kex1","ygl203c","ORF","112475-114664","-","VII","ygl203c",0.068057879310347,0.0889355484848473,0.088548126315789,0.163510723809525,0.0713498708333334,-0.0975760629629639,-0.52883495,-0.213857025714285,0.0358632265822781,0.212040388764045,0.438077077227723
NA,NA,NA,NA,"ado1","yjr105w","ORF","623581-624603","+","X","yjr105w",1.83293765517243,1.65518099999999,1.52852576315791,1.48483057142858,1.15832481249998,-0.0785574444444347,-2.65998277419356,-0.209887714285709,-0.173191101265818,-0.153292247191019,-0.116968821782173
NA,NA,NA,NA,"erg3","ylr056w","ORF","253861-254958","+","XII","ylr056w",1.30101734482759,1.29789315151515,1.50402771052632,1.35225126190476,2.30192391666667,2.28523888888889,2.54761933870968,1.18247124285714,-0.626892784810126,-2.16019096629213,-3.88993073267327
NA,NA,NA,NA,"hrq1","ydr291w","ORF","1039728-1042961","+","IV","ydr291w",0.000369860344827628,-0.00524191333333321,-0.00391335105263171,-0.0120662411904761,0.00947672583333318,0.0101970553703705,0.0110971614516128,0.0140965288571428,-0.0290249143037975,-0.0583883731460674,-0.0938553031683168
NA,NA,NA,NA,"ymr130w","ymr130w","ORF","532119-533027","+","XIII","ymr130w",0.0198005586206895,0.0119605333333342,0.0163103921052628,0.0206279547619051,0.0329536604166665,-0.00620987777777876,-0.150073004838709,0.158677611428572,0.208363253164557,0.278783888764045,0.343743184158416
NA,NA,NA,NA,"ydr464c-a","ydr464c-a","ORF","1392492-1392680","-","IV","ydr464c-a",0.385452462068967,0.32628595151515,0.289149110526316,0.130367811904763,0.245307004166665,0.21347587037037,0.279616077419356,0.00224956142857126,-0.00649927341772158,-0.0278086617977523,0.0134462386138608
NA,NA,NA,NA,"pbp4","ydl053c","ORF","361699-362256","-","IV","ydl053c",0.186089310344828,0.293330181818185,0.265361947368422,0.682819928571424,-0.0510952291666674,-0.358340092592592,-1.07603241935484,-0.305772642857144,-0.180716329113923,-0.0961256179775284,-0.0560872277227733
NA,NA,NA,NA,"orc6","yhr118c","ORF","344321-345628","-","VIII","yhr118c",0.0759031482758616,0.0756254090909095,0.0685428236842106,0.0809519023809525,0.0413610374999999,-0.00971275370370421,-0.106892946774194,-0.0816682757142854,-0.00432701645569628,0.0502615831460675,0.134315679207921
"tpc1",0,0,1,"tpc1","ygr096w","ORF","676621-677565","+","VII","ygr096w",-0.0341423034482763,-0.0704822757575754,-0.117031107894738,-0.172576164285714,-0.268824952083332,-0.188600853703704,0.0462562322580641,0.0610889042857151,0.00231697468354362,-0.00271942134831401,-0.0320392871287133
NA,NA,NA,NA,"kip3","ygl216w","ORF","84885-87302","+","VII","ygl216w",0.192695362068966,0.213646445454545,0.203403755263158,0.312181714285714,0.0650341562499997,0.0213408296296297,0.0154088548387098,0.086574322857143,0.0178539784810126,-0.0308609123595504,-0.102041006930693
NA,NA,NA,NA,"yel043w","yel043w","ORF","70478-73348","+","V","yel043w",0.0192453068965525,0.0297506818181815,0.0423506000000002,0.0782164071428572,0.0550666729166667,0.0314307037037034,-0.0181841790322581,0.0465185542857144,0.0343794025316453,0.0257246325842698,0.0112978009900989
